timestamp,machine_id,container_id,process_id,parent_process_id,user_id,system_call,arguments
2024-03-26 17:17:33.842933,1,1,215,1,1,rseq,"0x7ffb38b0ffe0, 0x20, 0, 0x53053053"
2024-03-26 17:17:33.843062,1,1,215,1,1,set_robust_list,"0x7ffb38b0f9a0, 24"
2024-03-26 17:17:33.843115,1,1,215,1,1,rt_sigprocmask,"SIG_SETMASK, [], NULL, 8"
2024-03-26 17:17:33.843327,1,1,215,1,1,futex,"0x7ffb2c006d40, FUTEX_WAKE_PRIVATE, 1"
2024-03-26 17:17:33.843417,1,1,215,1,1,futex,"0x7ffb3b93d2cc, FUTEX_WAKE_PRIVATE, 1"
2024-03-26 17:17:33.843446,1,1,215,1,1,recvfrom,"4, ""POST /add HTTP/1.1\r\nHost: localh""..., 8192, 0, NULL, NULL"
2024-03-26 17:17:33.843508,1,1,215,1,1,futex,"0x7ffb3b93d2c8, FUTEX_WAIT_BITSET_PRIVATE, 0, {tv_sec=13886, tv_nsec=619178631}, FUTEX_BITSET_MATCH_ANY"
2024-03-26 17:17:33.843588,1,1,215,1,1,futex,"0x7ffb3b93d2d0, FUTEX_WAKE_PRIVATE, 1"
2024-03-26 17:17:33.844202,1,1,215,1,1,futex,"0x7ffb3b93d2cc, FUTEX_WAKE_PRIVATE, 1"
2024-03-26 17:17:33.844246,1,1,215,1,1,newfstatat,"AT_FDCWD, ""/usr/local/lib/python3.8/site-packages/mysql/vendor/plugin"", {st_dev=makedev(0, 0x5a), st_ino=9373883, st_mode=S_IFDIR|0755, st_nlink=2, st_uid=0, st_gid=0, st_blksize=4096, st_blocks=8, st_size=4096, st_atime=1711449707 /* 2024-03-26T10:41:47.897213143+0000 */, st_atime_nsec=897213143, st_mtime=1711449708 /* 2024-03-26T10:41:48.033217327+0000 */, st_mtime_nsec=33217327, st_ctime=1711449708 /* 2024-03-26T10:41:48.033217327+0000 */, st_ctime_nsec=33217327}, 0"
2024-03-26 17:17:33.844451,1,1,215,1,1,futex,"0x7ffb3b93d2c8, FUTEX_WAKE_PRIVATE, 1"
2024-03-26 17:17:33.844483,1,1,215,1,1,uname,"{sysname=""Linux"", nodename=""8049e5f783f9"", release=""5.19.0-46-generic"", version=""#47-Ubuntu SMP PREEMPT_DYNAMIC Fri Jun 16 13:30:11 UTC 2023"", machine=""x86_64"", domainname=""(none)""}"
2024-03-26 17:17:33.844524,1,1,215,1,1,futex,"0x7ffb3b93d2cc, FUTEX_WAIT_BITSET_PRIVATE, 0, {tv_sec=13886, tv_nsec=620194727}, FUTEX_BITSET_MATCH_ANY"
2024-03-26 17:17:33.844940,1,1,215,1,1,futex,"0x7ffb3b93d2d0, FUTEX_WAIT_PRIVATE, 2, NULL"
2024-03-26 17:17:33.844973,1,1,216,1,1,rseq,"0x7ffb39350fe0, 0x20, 0, 0x53053053"
2024-03-26 17:17:33.844997,1,1,215,1,1,futex,"0x7ffb3b93d2d0, FUTEX_WAKE_PRIVATE, 1"
2024-03-26 17:17:33.845128,1,1,216,1,1,set_robust_list,"0x7ffb393509a0, 24"
2024-03-26 17:17:33.845159,1,1,216,1,1,rt_sigprocmask,"SIG_SETMASK, [], NULL, 8"
2024-03-26 17:17:33.845170,1,1,215,1,1,newfstatat,"AT_FDCWD, ""/etc/nsswitch.conf"", {st_dev=makedev(0, 0x5a), st_ino=9358631, st_mode=S_IFREG|0644, st_nlink=1, st_uid=0, st_gid=0, st_blksize=4096, st_blocks=8, st_size=494, st_atime=1663877162 /* 2022-09-22T20:06:02+0000 */, st_atime_nsec=0, st_mtime=1663877162 /* 2022-09-22T20:06:02+0000 */, st_mtime_nsec=0, st_ctime=1709731045 /* 2024-03-06T13:17:25.577746365+0000 */, st_ctime_nsec=577746365}, 0"
2024-03-26 17:17:33.845273,1,1,215,1,1,newfstatat,"AT_FDCWD, ""/etc/resolv.conf"", {st_dev=makedev(0x103, 0x6), st_ino=9365895, st_mode=S_IFREG|0644, st_nlink=1, st_uid=0, st_gid=0, st_blksize=4096, st_blocks=8, st_size=73, st_atime=1711452362 /* 2024-03-26T11:26:02.313030599+0000 */, st_atime_nsec=313030599, st_mtime=1711449686 /* 2024-03-26T10:41:26.408547908+0000 */, st_mtime_nsec=408547908, st_ctime=1711453600 /* 2024-03-26T11:46:40.490417737+0000 */, st_ctime_nsec=490417737}, 0"
2024-03-26 17:17:33.845332,1,1,216,1,1,futex,"0x7ffb34078e60, FUTEX_WAKE_PRIVATE, 1"
2024-03-26 17:17:33.845340,1,1,215,1,1,openat,"AT_FDCWD, ""/etc/resolv.conf"", O_RDONLY|O_CLOEXEC"
